title,cites,year,pubid,id
"SILENCE, LANGUAGE AND NARRATIVE: INFLECTIONS AND ETHNOGRAPHY FROM THE ANTHROPOLOGIES OF VIOLENCE",0,2016,qjMakFHDy7sC,2-1264
Los Lenguajes de la Educación: Una Mirada Pendular Entre las Pedagogías de las Diferencias y las Antropologías de la Violencia,0,2016,9yKSN-GCB0IC,2-1265
"Silencio, Lenguaje y Narrativa: Inflexiones y Etnografías Desde las Antropologías de la Violencia",0,2016,u5HHmVD_uO8C,2-1266
El Mapa Como Mediación Visual y la Voz Como Itinerario: Instantáneas del Conflicto Armado en Caldas,0,2012,d1gkVwhDpl0C,2-1267
"El Fracaso de lo Imaginado: Gramáticas y Texturas del Pasado de las Víctimas de la Unión Patriótica en Manizales, Caldas, Desde 1985",0,2012,u-x6o8ySG0sC,2-1268
El enigma y la formación del espíritu científico,5,2015,eQOLeE2rZwMC,2-1269
LA MARIHUANA TAMBIÉN EVOCA EXPERIENCIAS PSÍQUICAS COLECTIVAS. IMÁGENES SIMBÓLICAS QUE SUBYACEN A LA EMBRIAGUEZ CON MARIHUANA,4,2010,roLk4NBRz8UC,2-1270
LA FORMACIÓN DEL ESPÍRITU CIENTÍFICO Y EL DESARROLLO DE LA CONCIENCIA EN LA CIENCIA,3,2013,Se3iqnhoufwC,2-1271
"Pensamiento situado en"" Recuperar la tierra para recuperarlo todo"" en el pueblo originario Misak (Cauca), Colombia",1,2021,MXK_kJrjxJIC,2-1272
Hermenéutica del Anime (Dibujo Animado Japonés): Lógica del Discurso Simbólico en Full Metal Alchemist,1,2011,IjCSPb-OGe4C,2-1273
Imagination and its role in research and knowledge: the metaphor in the new scientific spirit,0,2022,Zph67rFs4hoC,2-1274
"Pensamento localizado na"" recuperação da terra para resgatar tudo"" no povo originário Misak (Cauca), Colômbia",0,2021,KlAtU1dfN6UC,2-1275
"Situated thought in"" Recovering the Land to Recover Everything"" in the Native Village Misak (Cauca), Colombia",0,2021,3fE2CSJIrl8C,2-1276
Medicina Tradicional y Gobierno Misak,0,2020,8k81kl-MbHgC,2-1277
Miradas críticas y constructivas para la educabilidad del ser,0,2017,2osOgNQ5qMEC,2-1278
Revista Virtus No 2.,0,2016,UeHWp8X0CEIC,2-1279
La anomia y la ausencia de formación en memoria. ¡No escuchar al “sí mismo” es olvidar la “conciencia moral”!,0,2016,0EnyYjriUFMC,2-1280
"El proceso de individuación y la democracia cognitivo. El “autoentendimiento hermenéutico” y la “intersubjetividad de orden superior”, una opción para alcanzar la “vida auténtica”",0,2016,hqOjcs7Dif8C,2-1281
"Curiosidad ingenua, curiosidad epistémica y memoria imaginal",0,2016,UebtZRa9Y70C,2-1282
Los ojos de la pastora” y el poder de la adivinación. Salvia Divinorum: La “droga de la cultura youtube,0,2012,ufrVoPGSRksC,2-1283
"LOS OJOS DE LA PASTORA""(the leaf or herb of Mary, the Shepherdess) AND THE DIVINATION POWER. Salvia Divinorum: THE"" YOUTUBE CULTURE DRUG",0,2012,zYLM7Y9cAGgC,2-1284
"Los ojos de la pastora” y el poder de la adivinación. Salvia divinorum, y “la droga de la cultura youtube",0,2011,ULOm3_A8WrAC,2-1285
REVISTA PÁGINAS NÚMERO 82,0,2008,5nxA0vEk-isC,2-1286
REVISTA PÁGINAS NÚMERO 82,0,2008,9yKSN-GCB0IC,2-1287
La imaginación y su papel en la Investigación y el conocimiento: la metáfora en el nuevo espíritu científico,0,2008,u-x6o8ySG0sC,2-1288
De la psicología a la autonomía del mundo 3. Acercamiento a la controversia de los factores psicológicos entre Popper y Kuhn,0,2007,u5HHmVD_uO8C,2-1289
Encuentro con Quirón,0,NA,LkGwnXOMwfcC,2-1290
"El deseo como poder de existencia en Spinoza. Una Forma de Vida Ética, Política y Libre",0,NA,_FxGoFyzp5QC,2-1291
LA ANOMIA Y LA AUSENCIA DE FORMACIÓN EN MEMORIA,0,NA,WF5omc3nYNoC,2-1292
La doble espiral y el fogón en la formación del Gobierno Misak,0,NA,YsMSGLbcyi4C,2-1293
RESPONSABILIDAD ÉTICA DEL DOCENTE Y LA PRÁCTICA DE PENSAR CORRECTAMENTE,0,NA,W7OEmFMy1HYC,2-1294
"Curiosidad ingenua, curiosidad epistémica y memoria imaginal",0,NA,Y0pCki6q_DkC,2-1295
El tratamiento de la histeria a finales del siglo XIX y el agujero de la ciencia médica,10,2012,9yKSN-GCB0IC,2-1296
El engranaje del discurso capitalista y sus efectos sobre el lazo social contemporáneo,5,2012,qjMakFHDy7sC,2-1297
Cuerpo e Internet: una aproximación desde el psicoanálisis,4,2013,zYLM7Y9cAGgC,2-1298
Recursos psicosociales para la permanencia de los estudiantes de la Universidad de Antioquia,3,2017,eQOLeE2rZwMC,2-1299
EL DIVINO NIÑO: COORDENADAS PARA LA COMPRENSIÓN DE LA INFANCIA EN LA CONTEMPORANEIDAD.,3,2014,roLk4NBRz8UC,2-1300
La infancia soñada: el niño en la perversión pedófila,2,2018,d1gkVwhDpl0C,2-1301
Perspectiva topológica de la inclusión en la educación superior,1,2013,Se3iqnhoufwC,2-1302
La voz del niño en el acto de sublevación por el cadáver insepulto: Testimonios sobre la fatalidad de una guerra que no termina,0,2021,KlAtU1dfN6UC,2-1303
El niño como recurrente objeto de violencia: una interpretación psicoanalítica a partir de creaciones artísticas y narrativas de guerra en Colombia,0,2021,3fE2CSJIrl8C,2-1304
"El discurso capitalista, Un mundo feliz y Gran hermano",0,2020,UebtZRa9Y70C,2-1305
Políticas públicas y juventud rural en el sumapaz: un análisis a partir de las propuestas de gobierno en las campañas a las alcaldías municipales 2016-2020,0,2019,ufrVoPGSRksC,2-1306
Sistematización de experiencias: semillero de investigación observatorio de infancia y juventud del sumapaz.,0,2019,WF5omc3nYNoC,2-1307
"ESTRATEGIAS PEDAGÓGICAS EN LA EDUCACIÓN SUPERIOR PARA LA INTEGRACIÓN UNIVERSIDAD-REGIÓN, A PARTIR DE LA INVESTIGACIÓN EN CONTEXTOS ESCOLARES",0,2018,MXK_kJrjxJIC,2-1308
The Dreamed Childhood: The Child in Pedophile Perversion,0,2018,2osOgNQ5qMEC,2-1309
(No) Matarás a un niño: la voz del sacrificio,0,2018,Tyk-4Ss8FVUC,2-1310
Thou Shalt (Not) Kill a Child: The Voice of Sacrifice,0,2018,UeHWp8X0CEIC,2-1311
The Infantile and the Comical Flip Side of Capitalist Discourse,0,2017,W7OEmFMy1HYC,2-1312
Lo infantil y el reverso cómico del discurso capitalista,0,2017,IjCSPb-OGe4C,2-1313
Políticas públicas y juventud rural en el Sumapaz: un análisis a partir de las propuestas de gobierno en las campañas a las alcaldías municipales (2016-2020),0,2016,_FxGoFyzp5QC,2-1314
Las redes virtuales como sistemas emergentes en la construcción social del conocimiento,0,2015,hqOjcs7Dif8C,2-1315
Lazo perverso: sobre la subjetividad en la sociedad contemporánea,0,2014,Y0pCki6q_DkC,2-1316
El Divino niño: coordenadas para la comprensión de la infancia en la contemporaneidad,0,2014,u-x6o8ySG0sC,2-1317
EL DIVINO NIÑO: COORDENADAS PARA LA COMPRENSIÓN DE LA INFANCIA EN LA CONTEMPORANEIDAD/THE DIVINE INFANT: COORDINATES FOR THE UNDERSTANDING OF CHILDHOOD IN CONTEMPORANEITY/LE …,0,2014,YsMSGLbcyi4C,2-1318
Lazo perverso: sobre la subjetividad en la sociedad contemporánea,0,2014,u5HHmVD_uO8C,2-1319
Cuerpo e Internet: una aproximación desde el psicoanálisis,0,2013,LkGwnXOMwfcC,2-1320
La infancia soñada: el niño en la perversión pedófila,0,NA,kNdYIx-mwKoC,2-1321
Situaciones y retos de la investigación en Latinoamérica,15,2018,qjMakFHDy7sC,2-1322
Narrativas sobre la ruta de atención intersectorial de las violencias sexuales en Medellín,3,2016,ufrVoPGSRksC,2-1323
"Representaciones sociales de la minería, emergentes en el conflicto socioambiental del Bajo Cauca antioqueño.",2,2019,zYLM7Y9cAGgC,2-1324
"Medellín, una ciudad de contrastes desde los ojos de sus jóvenes",2,2017,Se3iqnhoufwC,2-1325
Aproximación a las percepciones del paisaje y el territorio en la Depresión Momposina: el caso de Paso Carate (San Marcos-Sucre),1,2015,LkGwnXOMwfcC,2-1326
"El cuerpo trans*: territorio de poder, lugar de resistencia al poder heteronormativo",0,2022,Y0pCki6q_DkC,2-1327
"Construcción de paz en clave del cuidado: Aportes de las mujeres de la Corporación Cornifu, Vereda Granizal (Bello, Antioquia)",0,2022,UebtZRa9Y70C,2-1328
Reciclaje y construcción social del territorio: Una mirada psicosocial,0,2022,W7OEmFMy1HYC,2-1329
El papel de las emociones en los procesos de resistencia civil no armada y construcción de paz en Medellín,0,2021,Tyk-4Ss8FVUC,2-1330
Rostros de paz: Actores sociales que gestionan la construcción de paz en la ciudad de Medellín,0,2020,2osOgNQ5qMEC,2-1331
El papel de las mujeres sobrevivientes en la Construcción de Paz en Colombia,0,2020,u5HHmVD_uO8C,2-1332
Representaciones sociales del minero en el Bajo Cauca Antioqueño: construcciones subjetivas de un lugar en disputa,0,2019,UeHWp8X0CEIC,2-1333
"Imaginarios sociales de 27 jóvenes de grado 11 sobre Medellín la más Educada, en una institución educativa del nororiente de la ciudad: Institución Educativa Ramón Múnera Lopera",0,2016,9yKSN-GCB0IC,2-1334
"El cuerpo trans*: territorio de poder, lugar de resistencia al sistema heteronormativo",0,NA,roLk4NBRz8UC,2-1335
DOCTORADO EN ESTUDIOS INTERDISCIPLINARIOS EN PSICOLOGÍA FUNDAMENTO EPISTÉMICO Y CONCEPTUAL LÍNEA: ESTUDIOS SOCIALES,0,NA,_FxGoFyzp5QC,2-1336
Reciclaje y construcción social del territorio: Una mirada psicosocial,0,NA,eQOLeE2rZwMC,2-1337
APROXIMACIÓN AL TERRITORIO DESDE LA RELACIÓN SER HUMANO-NATURALEZA: CASO SAN MARCOS (SUCRE),0,NA,YsMSGLbcyi4C,2-1338
EL PAPEL DE LAS MUJERES SOBREVIVIENTES EN LA CONSTRUCCIÓN DE PAZ EN COLOMBIA THE ROLE OF SURVIVING WOMEN IN THE CONSTRUCTION OF PEACE IN COLOMBIA,0,NA,d1gkVwhDpl0C,2-1339
“Deserción” universitaria: entre desvinculaciones institucionales y búsqueda de sentidos de vida,12,2018,2osOgNQ5qMEC,2-1340
Deserción/permanencia escolar: comprensiones vinculares entre la educación superior y la educación preliminar,5,2016,d1gkVwhDpl0C,2-1341
Habitar la educación. Vinculaciones y desvinculaciones entre los niveles escolares,2,2018,qjMakFHDy7sC,2-1342
"Voces de exclusión, historias por completar",2,2017,9yKSN-GCB0IC,2-1343
"La respuesta institucional escolar, una de las claves de las dinámicas de inclusión/exclusión de familias inmigradas.",1,2017,Tyk-4Ss8FVUC,2-1344
"Desigualdades. IV Bienal Latinoamericana y caribeña en primera infancia, niñez y juventud: desigualdades, diversidades y desplazamientos",0,2021,IjCSPb-OGe4C,2-1345
Deserção da faculdade: entre desvinculação institucional e procura do sentido da vida,0,2018,UeHWp8X0CEIC,2-1346
University dropouts: between institutional detachment and a search for meaning in life,0,2018,u5HHmVD_uO8C,2-1347
HABITAR LA EDUCACIÓN,0,NA,zYLM7Y9cAGgC,2-1348
"Justicia organizacional, desempeño laboral y discapacidad",108,2016,5nxA0vEk-isC,2-1349
Personalidad e infracciones frecuentes de normas de tránsito,43,2016,MXK_kJrjxJIC,2-1350
Adolescentes infractores y promoción de acciones prosociales: una tarea pendiente,19,2019,4JMBOYKVnBMC,2-1351
"Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",17,2020,bEWYMUwI8FkC,2-1352
Situaciones y retos de la investigación en Latinoamérica,15,2018,qUcmZB5y_30C,2-1353
Historia paralela de la Psicología Clínica: un rastreo teórico-histórico,13,2007,_FxGoFyzp5QC,2-1354
Paz y posconflicto: compromiso de los ciudadanos para un horizonte imaginado,10,2015,isC4tDSrTZIC,2-1355
La salud mental entre las fragilidades y las rupturas de vínculos afectivos,9,2014,LkGwnXOMwfcC,2-1356
Narrativas de reconocimiento de adultos con discapacidad: hacia una vida independiente| Recognition narratives for adults with disabilities: towards independent living,6,2020,TFP_iSt0sucC,2-1357
LA ÉTICA DEL CUIDADO: UNA VOZ DIFERENTE,6,2015,u5HHmVD_uO8C,2-1358
The protective role of empathy and emotional self-efficacy in predicting moral disengagement in adolescents separated from illegal armed groups,5,2021,BqipwSGYUEgC,2-1359
Psicología y Desarrollo Humano: Razones para una Nueva Manera de Pensar,5,2014,eQOLeE2rZwMC,2-1360
"Aproximaciones al Duelo Migratorio de los Venezolanos Residentes en la Ciudad de Medellin, Colombia: Un Estudio Cualitativo.",2,2021,35N4QoGY0k4C,2-1361
"Representaciones sociales de la minería, emergentes en el conflicto socioambiental del Bajo Cauca antioqueño.",2,2019,iH-uZ7U-co4C,2-1362
Indicadores psicológicos en la conducta transgresora de normas de tránsito,2,2018,-f6ydRqryjwC,2-1363
"Atrapados y sin Salida: Explotación Delictiva de Niñas, Niños, y Adolescentes Venezolanos Migrantes Indocumentados en Colombia",1,2021,ZHo1McVdvXMC,2-1364
Sobre la lucha de Ser Mujeres: subjetividades políticas femeninas,1,2021,SeFeTyx0c_EC,2-1365
La escuela y la migración: experiencias de niños venezolanos en Colombia,1,2021,HoB7MX3m0LUC,2-1366
"Sentidos de vida, autodeterminación y diversidad funcional",1,2016,Wp0gIr-vW9MC,2-1367
De la complejidad y su diversidad de concepciones,0,2022,cFHS6HbyZ2cC,2-1368
Vivencias de participación y exclusión socio-laboral en jóvenes con discapacidad intelectual,0,2022,yD5IFk8b50cC,2-1369
El entre-nos femenino: Una promesa política,0,2022,fPk4N6BV_jEC,2-1370
Experiencias de mujeres víctimas denunciantes de violencia ante el sistema jurídico colombiano,0,2021,3s1wT3WcHBgC,2-1371
"Moral Disengagement and Gender Differences in Victims of the Armed Conflict, Criminals and Students",0,2021,ldfaerwXgEUC,2-1372
"Desconexión moral y diferencias de género en víctimas del conflicto armado, infractores de la ley y escolares",0,2021,J_g5lzvAfSwC,2-1373
Desconfiança do Estado e observância da lei nos fazendeiros do Vale do São Nicolau,0,2021,zA6iFVUQeVQC,2-1374
"Approaches to the Migratory Grief of Venezuelan Residents in the City of Medellin, Colombia: A Qualitative Study",0,2021,pqnbT2bcN3wC,2-1375
El papel de las emociones en los procesos de resistencia civil no armada y construcción de paz en Medellín,0,2021,70eg2SAEIzsC,2-1376
La asamblea de deliberación: estrategia para la edificación de acuerdos comunitarios,0,2021,vV6vV6tmYwMC,2-1377
Situación sociopolítica de los campesinos del Oriente Antioqueño,0,2021,GnPB-g6toBAC,2-1378
"Diagnósticos, atenção e cuidado: histórias de mães de crianças com necessidades educacionais especiais",0,2020,g5m5HwL7SMYC,2-1379
"Diagnoses, attention and care: stories of mothers of children with Special Educational Needs",0,2020,M05iB0D1s5AC,2-1380
"Diagnósticos, atención y cuidado: relatos de madres de niños con Necesidades Educativas Especiales",0,2020,NaGl4SEjCO4C,2-1381
Distrust of the State and observance of the law among peasants in the San Nicolas Valley,0,2020,blknAaTinKkC,2-1382
Distrust of the State and observance of the law among peasants in the San Nicolas Valley,0,2020,4OULZ7Gr8RgC,2-1383
"Diagnósticos, atención y cuidado: relatos de madres de niños con Necesidades Educativas Especiales",0,2020,rO6llkc54NcC,2-1384
Sentidos de comunidad y construcción de paz,0,2020,YFjsv_pBGBYC,2-1385
Social representations of the miner in Bajo Cauca Antioqueño: subjective constructions of a disputed place,0,2019,M3NEmzRMIkIC,2-1386
Capacidades relacionales para la construcción de paz en líderes comunitarios,0,2019,RHpTSmoSYBkC,2-1387
Representaciones sociales del minero en el Bajo Cauca Antioqueño: construcciones subjetivas de un lugar en disputa,0,2019,ns9cj8rnVeAC,2-1388
De la confianza ciudadana en la representación política,0,2018,HDshCWvjkbEC,2-1389
Configuración de los objetos de investigación. Fundamentos epistemológicos,0,2018,hC7cP41nSMkC,2-1390
Soberanía alimentaria: dilemas,0,2017,maZDTaKrznsC,2-1391
"Sentidos de vida, autodeterminación y diversidad funcional",0,2017,4TOpqqG69KYC,2-1392
Desencuentros entre Ley y Agro en el Valle de San Nicolás,0,2016,QIV2ME_5wuYC,2-1393
"Hablame de vos. Diagnóstico situacional de los Derechos de infancia, niñez y adolescencia en el Municipio de La Estrella, Antioquia",0,2015,YsMSGLbcyi4C,2-1394
"Sentidos de vida, autodeterminación y diversidad funcional",0,2015,IjCSPb-OGe4C,2-1395
Imaginar la paz en Colombia,0,2015,9ZlFYXVOiuMC,2-1396
Compromiso ético-político de los profesionales de las Ciencias Sociales,0,2015,2osOgNQ5qMEC,2-1397
La experiencia formativo-investigativa en la deconstrucción del discurso del déficit: claves para liberar la psicología,0,2014,ufrVoPGSRksC,2-1398
IMAGINANDO CON MARÍA ZAMBRANO UN SABER SOBRE EL ALMA,0,2014,u-x6o8ySG0sC,2-1399
Problematizando la psicología del desarrollo desde el enfoque de las capacidades de Martha Nussbaum,0,2013,UeHWp8X0CEIC,2-1400
PROPUESTA DE FORMACIÓN EN UNA PSICOLOGÍA CLINICO-ESTÉTICA,0,2013,d1gkVwhDpl0C,2-1401
La  empatía como posibilidad de la relación psicoterapéutica,0,2012,WF5omc3nYNoC,2-1402
"El arte surrealista en la literatura latinoamericana: el caso Jorge Luis Borges, poema “el Golem”. Surrealist Art in Latin American literature: the case of Jorge Luis Borges …",0,2011,zYLM7Y9cAGgC,2-1403
"Comprensión psicosocial del intento de suicidio en tres aprendices del centro de formación en diseño, confección y moda, SENA",0,2009,7PzlFSSx8tAC,2-1404
Razonamiento clínico del psicólogo que ha intervenido en casos de intento de suicidio,0,2009,dhFuZR0502QC,2-1405
Dinámica de intervención para el abordaje de fenómenos de intento de suicidio,0,2009,4DMP91E08xMC,2-1406
Narrativas de soledad y tristeza en hombres homosexuales adultos en la ciudad de Medellín,0,2009,qxL8FJ1GzNcC,2-1407
Narrativas sobre la experiencia de la transformación corporal estética en una mujer,0,2009,_kc_bZDykSQC,2-1408
"Transformaciones, Significados y Experiencias en un Homosexual Masculino: Estudio de Caso Único",0,2009,UebtZRa9Y70C,2-1409
La desnutricion un fenomeno relacional,0,2009,Se3iqnhoufwC,2-1410
DOCTORADO EN ESTUDIOS INTERDISCIPLINARIOS EN PSICOLOGÍA FUNDAMENTO EPISTÉMICO Y CONCEPTUAL LÍNEA: ESTUDIOS SOCIALES,0,NA,dfsIfKJdRG4C,2-1411
"Diagnósticos, atención y cuidado",0,NA,u_35RYKgDlwC,2-1412
Impact of resistance training on the autophagy-inflammation-apoptosis crosstalk in elderly subjects,131,2017,Tiz5es2fbqcC,2-1413
Role of Toll-like receptor 2 and 4 signaling pathways on the inflammatory response to resistance training in elderly subjects,87,2014,d1gkVwhDpl0C,2-1414
Effects of aerobic training on markers of autophagy in the elderly,52,2016,u-x6o8ySG0sC,2-1415
Mecanismos moleculares implicados en la regulación de la autofagia tras la realización de programas de entrenamiento físico en personas mayores= Molecular mechanisms involved …,1,2016,WbkHhVStYXYC,2-1416
Músculo esquelético: más allá de la locomoción,0,2014,u5HHmVD_uO8C,2-1417
Identificacion of functional and biochemical biomarkers to detect early overtraining,0,2008,2osOgNQ5qMEC,2-1418
Effect of Physical Training and Caloric Restriction on Stress Oxidative and Lipid profile in Wistar Rats: 1571: Board# 118: May 28 2: 00 PM-3: 30 PM,0,2008,9yKSN-GCB0IC,2-1419
"Crianza contemporánea: formas de acompañamiento, significados y comprensiones desde las realidades familiares",19,2019,IjCSPb-OGe4C,2-1420
Terapia familiar sistémica. Sobre el self del terapeuta,13,2019,WF5omc3nYNoC,2-1421
Acompañamiento en educación inicial: voces de sus protagonistas en apertura al cambio,9,2020,LkGwnXOMwfcC,2-1422
Reflexiones complejas hacia dinámicas de cambio en educación superior,5,2015,u5HHmVD_uO8C,2-1423
El genograma y el juego en la intervención psicosocial en temas de crianza,4,2021,eQOLeE2rZwMC,2-1424
Formas de intervención psicosocial para familias que consultan por temas de crianza,3,2019,zYLM7Y9cAGgC,2-1425
Educación a lo largo de la vida: aperturas y posibilidades en la educación superior,2,2017,2osOgNQ5qMEC,2-1426
Técnicas y estrategias implementadas en la intervención con familias en temas de crianza,0,2022,MXK_kJrjxJIC,2-1427
