"","title","cites","year","pubid"
"1406","Dinámica de intervención para el abordaje de fenómenos de intento de suicidio",0,2009,"4DMP91E08xMC"
"1407","Narrativas de soledad y tristeza en hombres homosexuales adultos en la ciudad de Medellín",0,2009,"qxL8FJ1GzNcC"
"1408","Narrativas sobre la experiencia de la transformación corporal estética en una mujer",0,2009,"_kc_bZDykSQC"
"1409","Transformaciones, Significados y Experiencias en un Homosexual Masculino: Estudio de Caso Único",0,2009,"UebtZRa9Y70C"
"1410","La desnutricion un fenomeno relacional",0,2009,"Se3iqnhoufwC"
"1411","DOCTORADO EN ESTUDIOS INTERDISCIPLINARIOS EN PSICOLOGÍA FUNDAMENTO EPISTÉMICO Y CONCEPTUAL LÍNEA: ESTUDIOS SOCIALES",0,NA,"dfsIfKJdRG4C"
"1412","Diagnósticos, atención y cuidado",0,NA,"u_35RYKgDlwC"
"1413","Impact of resistance training on the autophagy-inflammation-apoptosis crosstalk in elderly subjects",131,2017,"Tiz5es2fbqcC"
"1414","Role of Toll-like receptor 2 and 4 signaling pathways on the inflammatory response to resistance training in elderly subjects",87,2014,"d1gkVwhDpl0C"
"1415","Effects of aerobic training on markers of autophagy in the elderly",52,2016,"u-x6o8ySG0sC"
"1416","Mecanismos moleculares implicados en la regulación de la autofagia tras la realización de programas de entrenamiento físico en personas mayores= Molecular mechanisms involved …",1,2016,"WbkHhVStYXYC"
"1417","Músculo esquelético: más allá de la locomoción",0,2014,"u5HHmVD_uO8C"
"1418","Identificacion of functional and biochemical biomarkers to detect early overtraining",0,2008,"2osOgNQ5qMEC"
"1419","Effect of Physical Training and Caloric Restriction on Stress Oxidative and Lipid profile in Wistar Rats: 1571: Board# 118: May 28 2: 00 PM-3: 30 PM",0,2008,"9yKSN-GCB0IC"
"1420","Crianza contemporánea: formas de acompañamiento, significados y comprensiones desde las realidades familiares",19,2019,"IjCSPb-OGe4C"
"1421","Terapia familiar sistémica. Sobre el self del terapeuta",13,2019,"WF5omc3nYNoC"
"1422","Acompañamiento en educación inicial: voces de sus protagonistas en apertura al cambio",9,2020,"LkGwnXOMwfcC"
"1423","Reflexiones complejas hacia dinámicas de cambio en educación superior",5,2015,"u5HHmVD_uO8C"
"1424","El genograma y el juego en la intervención psicosocial en temas de crianza",4,2021,"eQOLeE2rZwMC"
"1425","Formas de intervención psicosocial para familias que consultan por temas de crianza",3,2019,"zYLM7Y9cAGgC"
"1426","Educación a lo largo de la vida: aperturas y posibilidades en la educación superior",2,2017,"2osOgNQ5qMEC"
"1427","Técnicas y estrategias implementadas en la intervención con familias en temas de crianza",0,2022,"MXK_kJrjxJIC"
"1428","Estratégias de Educação e Acompanhamento Familiar na Educação Precoce. Uma Revisão Teórica",0,2021,"8k81kl-MbHgC"
"1429","Strategies for Educational and Family Accompaniment in Early Education. A theoretical review",0,2021,"5nxA0vEk-isC"
"1430","Estrategias de Acompañamiento Educativo y Familiar en la Educación Inicial: una revisión teórica",0,2021,"hqOjcs7Dif8C"
"1431","Intervención psicosocial en crianza contemporánea",0,2020,"Se3iqnhoufwC"
"1432","Crianza contemporánea",0,2020,"YsMSGLbcyi4C"
"1433","Expresiones de la universidad vital en programas de ciencias sociales: estudio de caso",0,2020,"W7OEmFMy1HYC"
"1434","Lifelong Education: Openings and Possibilities in Higher Education",0,2017,"qjMakFHDy7sC"
"1435","Complex Reflectioins on Change Dynamics in University Education",0,2015,"UeHWp8X0CEIC"
"1436","Revista de Investigaciones. No. 19 Mayo 2012",0,2014,"9yKSN-GCB0IC"
"1437","Emprendimiento y educación superior: una alianza de construcción de horizontes de sentido vital en las dinámicas de la Fundación Universitaria Luis Amigó de la ciudad de Medellín",0,2013,"u-x6o8ySG0sC"
"1438","Reflexiones críticas sobre las dinámicas del emprendimiento en la educación superior",0,2012,"Y0pCki6q_DkC"
"1439","Explotación mineral de oro y dinámicas territoriales en el Municipio de Mutatá, Colombia",3,2016,"u5HHmVD_uO8C"
"1440","Crianza contemporánea: formas de acompañamiento, significados y comprensiones desde las realidades familiares",19,2019,"NMxIlDl6LWMC"
"1441","Familias entrampadas en la hiperactividad",14,2013,"u5HHmVD_uO8C"
"1442","Terapia familiar sistémica. Sobre el self del terapeuta",13,2019,"NaGl4SEjCO4C"
"1443","El genograma y el juego en la intervención psicosocial en temas de crianza",4,2021,"RYcK_YlVTxYC"
"1444","Formas de intervención psicosocial para familias que consultan por temas de crianza",3,2019,"BqipwSGYUEgC"
"1445","Terapia de pareja: reflexiones sistémicas de un grupo en formación",3,2017,"blknAaTinKkC"
"1446","La experiencia de formación en intervención terapéutica: reflexiones suscitadas durante el entrenamiento de la Especialización en Terapia Familiar de la Universidad Católica …",1,2018,"hMod-77fHWUC"
"1447","Técnicas y estrategias implementadas en la intervención con familias en temas de crianza",0,2022,"2P1L_qKh6hAC"
"1448","Una década de investigación, comprensión y acompañamiento a las familias: construcciones plurales de la Maestría en Terapia Familiar de la Universidad Pontificia Bolivariana",0,2021,"35N4QoGY0k4C"
"1449","La formación de terapeutas familiares en la Universidad Católica Luis Amigó Medellín-Colombia.",0,2020,"J_g5lzvAfSwC"
"1450","Intervención psicosocial en crianza contemporánea",0,2020,"vV6vV6tmYwMC"
"1451","La formación de terapeutas familiares en la Universidad Católica Luis Amigó Medellín-Colombia",0,2020,"O3NaXMp0MMsC"
"1452","Crianza contemporánea",0,2020,"GnPB-g6toBAC"
"1453","Evaluacion del programa juvenil la Libertad de la Fundacion Hogares Claret",0,2000,"u-x6o8ySG0sC"
"1454","Capítulo 4. El lugar de la fratría: las relaciones entre hermanos en el proceso de terapia familiar",0,NA,"70eg2SAEIzsC"
"1455","Roles, patriarcado y dinámica interna familiar: reflexiones útiles para Latinoamérica",145,2010,"u5HHmVD_uO8C"
"1456","Dinámicas internas de las familias con jefatura femenina y menores de edad en conflicto con la ley penal: características interaccionales",103,2006,"mel-f30kHHgC"
"1457","Sobre la dinámica familiar. Revisión documental",97,2015,"LGlY6t8CeOMC"
"1458","Parental expectations and prosocial behavior of adolescents from low-income backgrounds: A cross-cultural comparison between three countries-Argentina, Colombia, and Spain",64,2014,"qE4H1tSSYIIC"
"1459","Sobre la dinámica familiar. Revisión documental",46,2015,"4JMBOYKVnBMC"
"1460","Familia y dinámica familiar",43,2014,"isU91gLudPYC"
"1461","Aspectos subjetivos relacionados con la violencia intrafamiliar. Caso municipio de Sabaneta Antioquia",27,2016,"-f6ydRqryjwC"
"1462","Aproximación al concepto de familia en Desarrollo Familiar",26,2007,"_kc_bZDykSQC"
"1463","Familia homoparental, dinámicas familiares y prácticas parentales",25,2018,"zwpXiJ37cpgC"
"1464","Aproximación a la noción de encuentro en Emmanuel Lévinas",25,2014,"d1gkVwhDpl0C"
"1465","Expresiones infantiles de agresividad en contextos educativos.: Una interpretación desde la Psicología Dinámica y las relaciones familiares",21,2012,"hFOr9nPyWt4C"
"1466","Familia y dinámica familiar: cartilla dirigida a facilitadores para la aplicación de talleres con familias",20,2014,"tHtfpZlB6tUC"
"1467","Acompañamiento familiar durante el tratamiento de pacientes con diagnóstico de enfermedad mental",19,2012,"0EnyYjriUFMC"
"1468","Sobre la intervención familiar en escenarios educativos. Aproximación a una revisión documental",18,2013,"Se3iqnhoufwC"
"1469","Aproximaciones conceptuales al desarrollo familiar",18,2008,"qxL8FJ1GzNcC"
"1470","El diálogo como fusión de horizontes en la comprensión hermenéutica de Gadamer",15,2019,"NMlhSUseqAsC"
"1471","Dinámica interna de familias monoparentales de jefatura femenina con menor de edad en conflicto con la ley penal. Características interaccionales",14,2006,"A8cqit5AE6sC"
"1472","Sobre la dinámica familiar",13,2015,"_AeoHAGD03cC"
"1473","Alteridad familiar: una lectura desde Emmanuel Lévinas",11,2015,"jtI9f0ekYq0C"
"1474","Aproximación al sentido filosófico de la teoría del conocimiento",10,2015,"zYLM7Y9cAGgC"
"1475","Noción de desarrollo familiar",10,2006,"RtRctb2lSbAC"
"1476","Comunicación en familias que acompañan a pacientes en la clínica psiquiátrica"" Nuestra Señora del Sagrado Corazón""(Medellín-Colombia)",8,2017,"X0DADzN9RKwC"
"1477","Sentidos de familia y desarrollo en el contexto del desplazamiento de los barrios"" Moravia"" y"" Altos de la Virgen"" de Medellín. Una perspectiva crítica.",8,2010,"eQOLeE2rZwMC"
"1478","Los roles en las dinámicas familiares de las familias homoparentales",7,2020,"hGdtkIFZdKAC"
"1479","La condición de lo familiar: entre el parentesco, la afinidad y el lazo social",7,2016,"UeHWp8X0CEIC"
"1480","Familia y dinamica familiar",7,2014,"nqdriD65xNoC"
"1481","EL ACTO DE LEER COMO UNA ESCUCHA INTUITIVA APLICABLE EN LOS SEMILLEROS DE INVESTIGACIÓN. UNA APROXIMACIÓN DESDE EL TEXTO “OÍR-VER-LEER” DE HANS-GEORG GADAMER.",7,2014,"8k81kl-MbHgC"
"1482","La alteridad: Un encuentro de rostros en el pensamiento de Emmanuel Levinas",7,2003,"u-x6o8ySG0sC"
"1483","Familia y dinámica familiar",6,2019,"dAp6zn-oMfAC"
"1484","Apología a la diversidad. Sobre el caso del matrimonio de parejas homosexuales en Colombia",6,2017,"v6i8RKmR8ToC"
"1485","Sobre la transición de la noción de paradigma a la de matriz disciplinaria en Thomas Kuhn",6,2015,"Tyk-4Ss8FVUC"
"1486","La afectividad en expresiones de acogida y hospitalidad en familias vinculadas a una clínica psiquiátrica de Medellín",6,2013,"KlAtU1dfN6UC"
"1487","Aproximación a los momentos metodológicos de una experiencia de investigación cualitativa. A propósito de los dilemas sobre el"" comienzo"", el"" intermedio"" y el"" final"" del …",6,2011,"9yKSN-GCB0IC"
"1488","Dinámicas internas de las familias con jefatura femenina y menores de edad en conflicto con la Ley Penal: características interaccionales",6,2006,"naSTrk-c4S8C"
"1489","Roles en familias que acompañan a pacientes en una clínica psiquiátrica de Medellín-Colombia",5,2017,"_Qo2XoVZTnwC"
"1490","SOBRE LA NECESIDAD DE RECONOCIMIENTO.",5,2017,"hC7cP41nSMkC"
"1491","Crisis familiares y rendimiento académico en niños de 8 a 10 años. Una aproximación desde la dinámica familiar",5,2015,"OzeSX8-yOCQC"
"1492","Estrategias de intervención a partir del principio de autogobierno escolar: Institución Educativa Bello Oriente, Medellín",5,2013,"WF5omc3nYNoC"
"1493","La alteridad familia. Una aproximación desde el concepto de alteridad en Emmanuel Lèvinas",5,2010,"hQUaER0FWQ4C"
"1494","Inspiración y escritura orgánica en Nietzsche. Una lectura desde Ecce homo",4,2018,"AYInfyleIOsC"
"1495","Pragmática de los casos de terapia familiar estructural de Salvador Minuchin",4,2016,"dhFuZR0502QC"
"1496","Método de intervención en desarrollo familiar: teoría, práctica, reflexividad y producción de conocimiento",3,2020,"hvmnpdAuIbkC"
"1497","Prácticas de autoridad en familias con niños entre 2 y 5 años de edad de Medellín–Colombia",3,2017,"hSRAE-fF4OAC"
"1498","Acercamiento a la noción de la paradoja planteada por mara Selvini",3,2016,"QIV2ME_5wuYC"
"1499","LA OTREDAD EN EL PERSONAJE ANTÍGONA DE SÓFOCLES. APROXIMACIÓN A UNA LECTURA DESDE EMMANUEL LÉVINAS.",3,2016,"7PzlFSSx8tAC"
"1500","El sentido de la historia y del hecho histórico en el razonar filosófico",3,2012,"roLk4NBRz8UC"
"1501","Sobre la experiencia religiosa y otras alternativas fenomenológicas que interrogan por la vida y la existencia",3,2012,"W7OEmFMy1HYC"
"1502","Es posible el arte sin estética una aproximación al problema de la estética en el libro¿ Qué es el arte? de Arthur Danto",2,2016,"kNdYIx-mwKoC"
"1503","Crisis familiares y rendimiento académico en niños de 8 a 10 años. Una aproximación desde la dinámica familiar",2,2015,"8dzOF9BpDQoC"
"1504","El tiempo y la experiencia de la lectura",1,2016,"ufrVoPGSRksC"
"1505","Aproximación a algunas dimensiones asociadas a la violencia intrafamiliar: revisión documental",1,2015,"UebtZRa9Y70C"
"1506","Alteridad familiar: una lectura desde Emmanuel Lévinas",1,2015,"_FxGoFyzp5QC"
"1507","Agresividad infantil y escuela: una aproximación desde el punto de vista de los docentes",1,2013,"YsMSGLbcyi4C"
"1508","Aproximaciones conceptuales al desarrollo familiar",1,2008,"9ZlFYXVOiuMC"
"1509","Dinámicas internas de las familias con jefatura femenina y menores de edad en conflicto con la Ley Penal: características interaccionales",1,2006,"4TOpqqG69KYC"
"1510","An Approach to the Etho-Aesthetic Dimension in Marcuse. Between Furor and Serenity",0,2021,"37UQlXuwjP4C"
"1511","Una aproximación a la dimensión etho-estética en Marcuse. Entre el furor y la serenidad",0,2021,"z8nqeaKD1nsC"
"1512","Family Intervention, Psychological Clinic and Psychosocial Intervention Stroke for the Understanding of a Complementary",0,2021,"ijdKiLOsEJMC"
"1513","Intervenção Familiar, Clínica Psicológica e Intervenção Psicossocial. Traços para a Compreensão de uma Complementaridade",0,2021,"pQTOvowfQioC"
"1514","Hospitalidad en una experiencia de clase",0,2020,"SxCCDk4iOpsC"
"1515","Revista Colombiana",0,2020,"G1UMdFYMoxkC"
"1516","Apología de lo extraño. Una aproximación desde Bernhard Waldenfels",0,2020,"wLxue7F8ec0C"
"1517","Sobre la perplejidad de Protarco en el Filebo de Platón",0,2020,"YB4bud6kWLwC"
"1518","Guardemos una esperanza",0,2019,"ZqE1mSdD_DYC"
"1519","La ficción del hombre acerca del poder absoluto sobre la vida afectiva y las acciones. una lectura desde Baruch Spinoza",0,2019,"H_jBuBxbQIAC"
"1520","La disciplina del desarrollo familiar colombiano. Un diálogo entre conocimiento científico, intervención y acompañamiento familiar",0,2018,"z6xuaG2dYH0C"
"1521","HOMOPARENTAL FAMILY, FAMILY DYNAMICS AND PARENTAL PRACTICES",0,2018,"nPT8s1NX_-sC"
"1522","La disciplina del desarrollo familiar colombiano. Un diálogo entre conocimiento científico, intervención y acompañamiento familiar",0,2018,"JWITY9-sCbMC"
"1523","Inspiration and organic written pattern in Nietzsche. A reading from Ecce Homo",0,2018,"__bU50VfleQC"
"1524","La disciplina del desarrollo familiar colombiano",0,2018,"MIg0yeAD4ggC"
"1525","Practices of authority in families with children among 2 and 5 years old of Medellin-Colombia",0,2017,"NxmKEeNBbOMC"
"1526","ROLES IN FAMILIES THAT KEEP COMPANY TO PATIENTS IN A PSYCHIATRIC CLINIC OF MEDELLÍN-COLOMBIA/ROLES EN FAMILIAS QUE ACOMPAÑAN A PACIENTES EN UNA CLÍNICA PSIQUIÁTRICA DE MEDELLÍN …",0,2017,"AzKEL7Gb_04C"
"1527","ROLES IN FAMILIES THAT KEEP COMPANY TO PATIENTS IN A PSYCHIATRIC CLINIC OF MEDELLIN-COLOMBIA",0,2017,"QsaTk4IG4EwC"
"1528","Communication in families that accompany to patiens in the Psychiatry Clinic"" Nuestra Señora del Sagrado Corazón""(Medellín-Colombia)",0,2017,"bEWYMUwI8FkC"
"1529","Sobre el problema de la libertad",0,2017,"HDshCWvjkbEC"
"1530","On the need of recognition",0,2017,"TQgYirikUcIC"
"1531","SENTIDOS DE FAMILIA EN NIÑOS Y NIÑAS EN CONDICIONES DE DESPLAZAMIENTO EN MEDELLÍN (COLOMBIA)",0,2016,"j3f4tGmQtD8C"
"1532","Sobre la relevancia del resentimiento y la justicia",0,2016,"Wp0gIr-vW9MC"
"1533","La otredad en el personaje Antígona de Sófocles. Aproximación a una lectura desde Emmanuel Lévinas",0,2016,"3fE2CSJIrl8C"
"1534","Subjective aspects related to domestic violence. Case Antioquia Sabaneta Municipality",0,2016,"YTuZlYwrTOUC"
"1535","The Condition of Family Issues: Between Relationships, Similarities and Social Links",0,2016,"4DMP91E08xMC"
"1536","SOBRE LA METÁFORA EN ARISTÓTELES",0,2016,"ULOm3_A8WrAC"
"1537","Aspectos subjetivos relacionados con la violencia intrafamiliar. Caso municipio de Sabaneta Antioquia Subjective aspects related to domestic violence. Case Antioquia Sabaneta …",0,2016,"yY3RG6sOEgwC"
"1538","Aspectos subjetivos relacionados con la violencia intrafamiliar. Caso municipio de Sabaneta Antioquia",0,2016,"sJPMR1oEGYQC"
"1539","THE MEANING OF FAMILY FOR CHILDREN IN RISK OF DISPLACEMENT IN MEDELLIN (COLOMBIA)",0,2016,"LK8CI43ZvvMC"
"1540","Is art possible without aesthetics: an approach to the issue of aesthetics in Arthur Danto's What is art?",0,2016,"qUcmZB5y_30C"
"1541","Infancias Imágenes",0,2015,"lYAcb2jw7qUC"
"1542","An approach to the philosophical meaning of the theory of knowledge",0,2015,"CYCckWUYoCcC"
"1543","Hablame de vos",0,2015,"iH-uZ7U-co4C"
"1544","Parental Expectations and Prosocial Behavior of Adolescents From Low-Income",0,2014,"L_l9e5I586QC"
"1545","The act of reading as an intuitive listening exercise, applicable to student research groups. An approach from text"" hear-see-read"" Hans-Georg Gadamer",0,2014,"eAlLMO4JVmQC"
"1546","La alteridad familiar, una aproximación desde el concepto de alteridad en Emmanuel Lévinas",0,2013,"oPLKW5k6eA4C"
"1547","ENCUENTRO NACIONAL DE INVESTIGACIÓN",0,2013,"CNPyR2KL9-0C"
"1548","LA AFECTIVIDAD EN EXPRESIONES DE ACOGIDA Y HOSPITALIDAD EN FAMILIAS VINCULADAS A UNA CLÍNICA PSIQUIÁTRICA DE MEDELLÍN1",0,2013,"D_tqNUsBuKoC"
"1549","EL SENTIDO DE LA HISTORIA Y DEL HECHO HISTÓRICO EN EL RAZONAR FILOSÓFICO",0,2012,"T_ojBgVMvoEC"
"1550","THE SENSE OF THE HISTORY AND HISTORICAL FACT IN PHILOSOPHICAL REASONING",0,2012,"RJOyoaXV5v8C"
"1551","< bold> EFFECTS OF THE CONQUERING"" MENTALITY""</bold>",0,2011,"unp9ATQDT5gC"
"1552","Efectos de la “mentalidad” conquistadora",0,2011,"Xl6nMSl579sC"
"1553","Dinámicas internas de las familias con jefatura femenina y menores de edad en conflicto con la ley penal: características interaccionales",0,2006,"SAZ1SQo2q1kC"
"1554","DOCTORADO EN ESTUDIOS INTERDISCIPLINARIOS EN PSICOLOGÍA FUNDAMENTO EPISTÉMICO Y CONCEPTUAL LÍNEA: TEORÍAS DE FAMILIA E INTERVENCIÓN FAMILIAR GRUPO DE INVESTIGACIÓN QUE LA …",0,NA,"BOlwja0KXvYC"
